Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Age,Item_Outlet_Sales
13.85,Regular,0.056432784,Breakfast,234.93,Small,Tier 2,Supermarket Type1,Foods,11.0,4660.6
8.655,Regular,0.08819473,Snack Foods,119.6756,Small,Tier 1,Supermarket Type1,Foods,16.0,2423.512
15.0,Regular,0.054599767,Canned,59.4904,Medium,Tier 3,Supermarket Type2,Foods,4.0,644.4944
8.63,Regular,0.055084019,Snack Foods,114.7518,Small,Tier 3,Grocery Store,Foods,15.0,455.4072
13.85,Low Fat,0.030645958,Soft Drinks,141.7154,Medium,Tier 3,Supermarket Type3,Drinks,28.0,2694.4926
15.2,Low Fat,0.083536071,Meat,255.433,Medium,Tier 3,Supermarket Type3,Foods,28.0,9227.988
17.7,Low Fat,0.011603492,Frozen Foods,97.741,High,Tier 3,Supermarket Type1,Foods,26.0,1158.492
8.655,Regular,0.088373591,Snack Foods,119.3756,Small,Tier 2,Supermarket Type1,Foods,11.0,1454.1072
9.695,Regular,0.047503318,Frozen Foods,244.6144,Medium,Tier 1,Supermarket Type1,Foods,14.0,3185.1872
15.35,Low Fat,0.06612697072361393,Snack Foods,88.283,Small,Tier 1,Supermarket Type1,Foods,16.0,1797.66
9.6,Regular,0.06612697072361393,Snack Foods,191.0872,Small,Tier 2,Supermarket Type1,Foods,6.0,4349.0056
9.195,Non Edible,0.048134591,Household,107.7622,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,529.311
10.0,Low Fat,0.038904624,Fruits and Vegetables,245.4144,Small,Tier 2,Supermarket Type1,Foods,6.0,6615.3888
15.35,Low Fat,0.013812772,Frozen Foods,64.7168,Small,Tier 1,Supermarket Type1,Foods,16.0,1022.6688
7.31,Low Fat,0.026940466,Snack Foods,108.457,Small,Tier 2,Supermarket Type1,Foods,6.0,2306.997
11.6,Regular,0.077321087,Frozen Foods,169.3106,Small,Tier 2,Supermarket Type1,Foods,11.0,2224.4378
19.35,Low Fat,0.026055106,Fruits and Vegetables,169.5474,Medium,Tier 3,Supermarket Type3,Foods,28.0,4211.185
7.55,Low Fat,0.027224917,Canned,152.934,Small,Tier 2,Supermarket Type1,Foods,11.0,2450.144
16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,Small,Tier 2,Supermarket Type1,Foods,11.0,1537.998
7.39,Non Edible,0.092927148,Household,249.5066,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,4267.1122
13.0,Regular,0.070444232,Snack Foods,63.4484,Small,Tier 2,Supermarket Type1,Foods,11.0,1043.9744
20.85,Low Fat,0.037403973,Frozen Foods,192.5478,Small,Tier 1,Supermarket Type1,Foods,16.0,2906.217
15.5,Regular,0.025513973,Baking Goods,83.7934,Small,Tier 2,Supermarket Type1,Foods,6.0,1474.0812
18.25,Low Fat,0.07784544,Snack Foods,260.5962,Medium,Tier 1,Supermarket Type1,Foods,14.0,3884.943
13.15,Regular,0.1867,Fruits and Vegetables,172.0764,Small,Tier 1,Grocery Store,Foods,28.0,171.7764
19.6,Low Fat,0.03387323,Soft Drinks,56.1614,High,Tier 3,Supermarket Type1,Drinks,26.0,828.921
8.26,Low Fat,0.060237465,Hard Drinks,115.9834,Small,Tier 1,Grocery Store,Drinks,28.0,345.5502
8.85,Low Fat,0.053950661,Fruits and Vegetables,182.7292,Medium,Tier 1,Supermarket Type1,Foods,14.0,4925.5884
5.985,Low Fat,0.005661669,Baking Goods,186.5924,High,Tier 3,Supermarket Type1,Foods,26.0,2591.2936
10.3,Non Edible,0.117593973,Health and Hygiene,154.463,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,2503.408
13.0,Non Edible,0.041621987,Household,253.6014,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,6630.0364
19.1,Regular,0.025867261,Fruits and Vegetables,147.6418,Small,Tier 2,Supermarket Type1,Foods,9.0,1471.418
7.235,Low Fat,0.058121214,Snack Foods,115.8834,Small,Tier 2,Supermarket Type1,Foods,9.0,1382.2008
15.35,Non Edible,0.015700603,Others,141.147,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,2719.793
17.25,Low Fat,0.037006076,Soft Drinks,164.7526,Medium,Tier 3,Supermarket Type3,Drinks,28.0,4111.315
11.5,Non Edible,0.017642229,Health and Hygiene,131.8626,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,2885.5772
19.35,Low Fat,0.016597651,Frozen Foods,121.5098,High,Tier 3,Supermarket Type1,Foods,26.0,2892.2352
9.3,Non Edible,0.044652785,Household,247.0802,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1228.401
12.15,Non Edible,0.1867,Health and Hygiene,226.5404,Small,Tier 3,Grocery Store,Non Consumables,15.0,225.0404
20.2,Regular,0.059511812,Fruits and Vegetables,128.0678,Medium,Tier 3,Supermarket Type3,Foods,28.0,2797.6916
8.975,Regular,0.01516265,Canned,101.899,Small,Tier 3,Grocery Store,Foods,15.0,103.199
14.1,Low Fat,0.1867,Baking Goods,54.3956,Small,Tier 1,Grocery Store,Foods,28.0,272.978
13.0,Non Edible,0.099325278,Household,45.406,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,605.878
10.8,Low Fat,0.172309903,Meat,98.2042,Small,Tier 1,Grocery Store,Foods,28.0,198.4084
13.65,Regular,0.06612697072361393,Meat,36.6532,Small,Tier 2,Supermarket Type1,Foods,6.0,755.0172
10.895,Regular,0.06612697072361393,Frozen Foods,145.2102,Small,Tier 1,Grocery Store,Foods,28.0,437.4306
8.905,Low Fat,0.143712172,Frozen Foods,60.2878,Medium,Tier 3,Supermarket Type2,Foods,4.0,1151.1682
8.92,Non Edible,0.12929931,Household,178.237,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,7939.665
8.39,Regular,0.024185517,Frozen Foods,115.7176,High,Tier 3,Supermarket Type1,Foods,26.0,1374.2112
8.895,Low Fat,0.06612697072361393,Hard Drinks,232.9616,Small,Tier 2,Supermarket Type1,Drinks,11.0,2812.3392
18.2,Low Fat,0.089901774,Fruits and Vegetables,197.511,Small,Tier 1,Supermarket Type1,Foods,16.0,392.822
18.1,Low Fat,0.037492325,Fruits and Vegetables,95.5094,Small,Tier 3,Grocery Store,Foods,15.0,95.2094
20.2,Non Edible,0.112549008,Household,123.1046,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,1120.5414
9.395,Regular,0.108568067,Soft Drinks,42.9112,Medium,Tier 3,Supermarket Type3,Drinks,28.0,809.6128
12.15,Non Edible,0.06612697072361393,Household,117.615,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1514.695
18.2,Non Edible,0.1630653,Health and Hygiene,43.3086,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,758.3462
15.85,Low Fat,0.081719458,Breads,178.037,High,Tier 3,Supermarket Type1,Foods,26.0,2646.555
20.85,Regular,0.062172698,Baking Goods,90.2514,High,Tier 3,Supermarket Type1,Foods,26.0,619.8598
9.195,Regular,0.122494876,Fruits and Vegetables,100.1016,Medium,Tier 1,Supermarket Type1,Foods,14.0,1416.8224
17.7,Low Fat,0.087791917,Dairy Foods,180.6292,Small,Tier 2,Supermarket Type1,Foods,9.0,3101.2964
8.365,Low Fat,0.125793938,Hard Drinks,36.2506,Small,Tier 1,Grocery Store,Drinks,28.0,37.9506
18.2,Regular,0.066400129,Fruits and Vegetables,250.1092,Medium,Tier 1,Supermarket Type1,Foods,14.0,5727.2116
18.1,Low Fat,0.178975721,Dairy Foods,155.5288,Small,Tier 2,Supermarket Type1,Foods,6.0,1571.288
10.695,Regular,0.061008889,Breakfast,177.5712,Small,Tier 2,Supermarket Type1,Foods,6.0,2636.568
15.1,Low Fat,0.076385385,Baking Goods,88.483,Medium,Tier 3,Supermarket Type2,Foods,4.0,988.713
7.97,Low Fat,0.06612697072361393,Seafood,109.4596,Medium,Tier 3,Supermarket Type3,Foods,28.0,1833.6132
12.15,Low Fat,0.131383762,Frozen Foods,246.046,Medium,Tier 1,Supermarket Type1,Foods,14.0,1231.73
6.63,Regular,0.010886324,Snack Foods,57.2588,Medium,Tier 3,Supermarket Type3,Foods,28.0,801.6232
16.35,Low Fat,0.06612697072361393,Fruits and Vegetables,196.3426,Medium,Tier 3,Supermarket Type2,Foods,4.0,1384.1982
10.195,Low Fat,0.159936948,Frozen Foods,143.2154,Small,Tier 1,Supermarket Type1,Foods,16.0,2552.6772
8.895,Low Fat,0.06612697072361393,Breakfast,178.437,Small,Tier 1,Supermarket Type1,Foods,16.0,1235.059
10.895,Low Fat,0.035740763,Fruits and Vegetables,131.9284,Small,Tier 2,Supermarket Type1,Foods,9.0,659.142
16.6,Non Edible,0.027573983,Household,176.6344,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,2676.516
13.65,Non Edible,0.077390746,Health and Hygiene,54.693,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,679.116
6.75,Regular,0.107714834,Dairy Foods,97.8752,Medium,Tier 3,Supermarket Type3,Foods,28.0,2109.2544
9.195,Regular,0.118149377,Snack Foods,160.5578,Small,Tier 2,Supermarket Type1,Foods,6.0,1283.6624
5.73,Low Fat,0.05190652,Soft Drinks,188.1898,Small,Tier 2,Supermarket Type1,Drinks,11.0,1496.7184
13.8,Regular,0.014762987,Canned,90.7172,Small,Tier 2,Supermarket Type1,Foods,11.0,1338.258
8.895,Low Fat,0.026492726,Frozen Foods,208.4954,Small,Tier 2,Supermarket Type1,Foods,6.0,6251.862
6.28,Low Fat,0.027570939,Soft Drinks,86.6198,Medium,Tier 3,Supermarket Type3,Drinks,28.0,2529.3742
12.85,Low Fat,0.030591255,Starchy Foods,251.404,High,Tier 3,Supermarket Type1,Foods,26.0,2277.036
12.3,Low Fat,0.036939673,Snack Foods,113.1834,Small,Tier 1,Supermarket Type1,Foods,16.0,3109.9518
8.68,Low Fat,0.008792907,Frozen Foods,96.7384,Medium,Tier 3,Supermarket Type3,Foods,28.0,2956.152
4.615,Regular,0.102038294,Canned,231.93,Small,Tier 2,Supermarket Type1,Foods,11.0,2563.33
15.0,Regular,0.054367971,Canned,58.5904,Small,Tier 2,Supermarket Type1,Foods,9.0,996.0368
7.825,Regular,0.149890395,Frozen Foods,159.0288,High,Tier 3,Supermarket Type1,Foods,26.0,1257.0304
14.1,Low Fat,0.11326743,Baking Goods,54.5956,Small,Tier 1,Supermarket Type1,Foods,16.0,1037.3164
20.6,Non Edible,0.04551031,Health and Hygiene,149.6392,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,894.8352
12.5,Non Edible,0.018845298,Health and Hygiene,96.7384,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,2759.0752
11.35,Regular,0.005561798,Fruits and Vegetables,168.379,Small,Tier 2,Supermarket Type1,Foods,6.0,3225.801
15.35,Low Fat,0.020441939,Soft Drinks,216.4508,Small,Tier 2,Supermarket Type1,Drinks,6.0,5426.27
16.2,Non Edible,0.06612697072361393,Household,190.8162,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,3271.0754
5.82,Regular,0.077254736,Fruits and Vegetables,257.633,High,Tier 3,Supermarket Type1,Foods,26.0,1537.998
12.15,Low Fat,0.131445848,Frozen Foods,246.846,Small,Tier 2,Supermarket Type1,Foods,11.0,6404.996
17.7,Regular,0.122065518,Meat,103.3674,Medium,Tier 1,Supermarket Type1,Foods,14.0,2546.685
19.1,Non Edible,0.067400032,Household,41.9796,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,784.3124
20.85,Low Fat,0.062606583,Frozen Foods,192.2478,Small,Tier 3,Grocery Store,Foods,15.0,387.4956
8.63,Regular,0.047329385,Canned,174.1422,Small,Tier 3,Grocery Store,Foods,15.0,517.3266
8.395,Low Fat,0.072088552,Hard Drinks,253.704,Medium,Tier 1,Supermarket Type1,Drinks,14.0,4554.072
16.25,Low Fat,0.087102593,Dairy Foods,96.041,High,Tier 3,Supermarket Type1,Foods,26.0,868.869
20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,Small,Tier 2,Supermarket Type1,Foods,9.0,3560.6984
18.6,Low Fat,0.076791671,Snack Foods,161.0236,High,Tier 3,Supermarket Type1,Foods,26.0,3705.8428
17.25,Low Fat,0.072986772,Canned,78.8986,Small,Tier 2,Supermarket Type1,Foods,11.0,1635.8706
17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,Medium,Tier 1,Supermarket Type1,Foods,14.0,1556.6404
17.85,Low Fat,0.052471995,Snack Foods,123.7072,Small,Tier 2,Supermarket Type1,Foods,6.0,2450.144
13.1,Regular,0.043978369,Fruits and Vegetables,178.4318,Medium,Tier 3,Supermarket Type3,Foods,28.0,2526.0452
9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414,High,Tier 3,Supermarket Type1,Foods,26.0,2071.3038
15.85,Regular,0.007160908,Snack Foods,39.348,Small,Tier 2,Supermarket Type1,Foods,11.0,719.064
13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,Small,Tier 2,Supermarket Type1,Foods,11.0,3779.0808
9.3,Low Fat,0.043964058,Hard Drinks,192.3846,Medium,Tier 3,Supermarket Type2,Drinks,4.0,4586.0304
6.36,Low Fat,0.119959873,Fruits and Vegetables,45.506,Medium,Tier 3,Supermarket Type3,Foods,28.0,885.514
14.6,Low Fat,0.150801606,Soft Drinks,48.7692,Medium,Tier 1,Supermarket Type1,Drinks,14.0,1231.73
21.25,Low Fat,0.01005532,Meat,183.1608,Small,Tier 2,Supermarket Type1,Foods,6.0,2756.412
17.85,Low Fat,0.037826873,Soft Drinks,189.7188,Small,Tier 1,Supermarket Type1,Drinks,16.0,2285.0256
19.1,Low Fat,0.097280981,Fruits and Vegetables,232.6958,Small,Tier 2,Supermarket Type1,Foods,6.0,5375.0034
15.6,Regular,0.105208448,Snack Foods,170.5764,High,Tier 3,Supermarket Type1,Foods,26.0,4466.1864
5.765,Low Fat,0.072284689,Frozen Foods,119.9098,Small,Tier 2,Supermarket Type1,Foods,9.0,2048.6666
12.8,Regular,0.023530953,Meat,223.5404,Small,Tier 1,Supermarket Type1,Foods,16.0,1800.3232
14.15,Low Fat,0.035769657,Soft Drinks,40.9138,Medium,Tier 3,Supermarket Type3,Drinks,28.0,1380.8692
17.1,Non Edible,0.06612697072361393,Household,167.0842,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,1326.2736
17.85,Regular,0.046680961,Fruits and Vegetables,121.9388,Medium,Tier 1,Supermarket Type1,Foods,14.0,3962.8416
8.85,Regular,0.112119359,Soft Drinks,123.0388,Medium,Tier 3,Supermarket Type3,Drinks,28.0,1981.4208
16.85,Regular,0.023154399,Snack Foods,43.9428,Small,Tier 1,Supermarket Type1,Foods,16.0,351.5424
10.395,Low Fat,0.05226427,Seafood,158.4604,Small,Tier 3,Grocery Store,Foods,15.0,158.4604
6.215,Regular,0.049823839,Baking Goods,226.6062,Medium,Tier 3,Supermarket Type2,Foods,4.0,677.1186
5.985,Low Fat,0.095989602,Frozen Foods,127.3678,Small,Tier 2,Supermarket Type1,Foods,11.0,508.6712
18.85,Non Edible,0.016107549,Health and Hygiene,129.7626,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,3016.7398
10.5,Regular,0.02502991,Fruits and Vegetables,218.4508,Medium,Tier 1,Supermarket Type1,Foods,14.0,2821.6604
19.35,Regular,0.021501067,Fruits and Vegetables,122.2098,Small,Tier 2,Supermarket Type1,Foods,11.0,2771.7254
15.0,Regular,0.16143544,Canned,185.1266,Small,Tier 1,Supermarket Type1,Foods,16.0,2766.399
11.5,Regular,0.037782943,Snack Foods,106.6254,Small,Tier 2,Supermarket Type1,Foods,6.0,325.5762
6.57,Low Fat,0.066069578,Hard Drinks,261.0278,Small,Tier 1,Supermarket Type1,Drinks,16.0,4165.2448
17.1,Regular,0.046808553,Canned,141.4838,Small,Tier 1,Supermarket Type1,Foods,16.0,1404.838
12.5,Regular,0.12341737,Canned,86.0198,Small,Tier 3,Grocery Store,Foods,15.0,87.2198
18.6,Non Edible,0.117607719,Others,55.2588,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2748.4224
14.15,Low Fat,0.094916347,Soft Drinks,172.3106,Medium,Tier 3,Supermarket Type3,Drinks,28.0,4277.765
11.395,Regular,0.069587171,Meat,234.6616,Small,Tier 1,Supermarket Type1,Foods,16.0,4687.232
9.6,Low Fat,0.035549527,Snack Foods,244.117,High,Tier 3,Supermarket Type1,Foods,26.0,5346.374
18.0,Low Fat,0.12470444,Frozen Foods,120.3124,Small,Tier 2,Supermarket Type1,Foods,11.0,2725.7852
9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,Medium,Tier 3,Supermarket Type2,Foods,4.0,1621.8888
7.93,Low Fat,0.009714595,Frozen Foods,120.0414,Small,Tier 1,Grocery Store,Foods,28.0,487.3656
5.94,Regular,0.029538509,Breads,189.4556,Small,Tier 2,Supermarket Type1,Foods,6.0,1877.556
15.25,Low Fat,0.026480954,Snack Foods,87.6198,Medium,Tier 3,Supermarket Type3,Foods,28.0,2180.495
18.25,Low Fat,0.089186083,Frozen Foods,194.3452,Medium,Tier 3,Supermarket Type2,Foods,4.0,4502.1396
9.695,Low Fat,0.06612697072361393,Fruits and Vegetables,185.1898,Small,Tier 2,Supermarket Type1,Foods,9.0,2619.2572
14.8,Low Fat,0.081026811,Meat,190.0846,Small,Tier 2,Supermarket Type1,Foods,9.0,4586.0304
11.8,Non Edible,0.038235337,Health and Hygiene,177.5686,Small,Tier 3,Grocery Store,Non Consumables,15.0,711.0744
11.0,Non Edible,0.037971697,Health and Hygiene,38.948,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,519.324
19.2,Regular,0.022954444,Fruits and Vegetables,184.495,Medium,Tier 1,Supermarket Type1,Foods,14.0,4028.09
18.0,Low Fat,0.039090105,Snack Foods,148.4418,Small,Tier 2,Supermarket Type1,Foods,11.0,4119.9704
16.85,Regular,0.023135131,Snack Foods,44.8428,High,Tier 3,Supermarket Type1,Foods,26.0,703.0848
16.7,Regular,0.052625179,Frozen Foods,113.4176,Medium,Tier 3,Supermarket Type2,Foods,4.0,1488.7288
10.895,Low Fat,0.026880159,Frozen Foods,106.428,Small,Tier 1,Supermarket Type1,Foods,16.0,1491.392
19.7,Regular,0.016238512,Canned,186.4556,Small,Tier 2,Supermarket Type1,Foods,11.0,5069.4012
8.18,Regular,0.082529704,Frozen Foods,56.9588,Medium,Tier 1,Supermarket Type1,Foods,14.0,744.3644
7.5,Non Edible,0.09660879,Household,56.9588,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,744.3644
9.395,Non Edible,0.069968018,Others,83.9908,Small,Tier 1,Grocery Store,Non Consumables,28.0,167.7816
17.85,Low Fat,0.147023834,Breads,93.7436,Medium,Tier 3,Supermarket Type2,Foods,4.0,1134.5232
6.655,Low Fat,0.016944719,Fruits and Vegetables,209.2586,High,Tier 3,Supermarket Type1,Foods,26.0,2954.8204
19.5,Low Fat,0.128181759,Breads,156.1314,Small,Tier 2,Supermarket Type1,Foods,9.0,2792.3652
16.2,Low Fat,0.06612697072361393,Canned,100.57,High,Tier 3,Supermarket Type1,Foods,26.0,1398.18
12.3,Low Fat,0.186250852,Baking Goods,37.2874,Small,Tier 3,Grocery Store,Foods,15.0,176.437
11.65,Regular,0.058446424,Baking Goods,172.1422,Medium,Tier 3,Supermarket Type3,Foods,28.0,5518.1504
13.35,Low Fat,0.091348964,Snack Foods,150.3708,Medium,Tier 1,Supermarket Type1,Foods,14.0,4363.6532
12.3,Regular,0.064618976,Starchy Foods,89.8804,Small,Tier 1,Supermarket Type1,Foods,16.0,1286.3256
16.5,Low Fat,0.028418817,Snack Foods,92.8146,Small,Tier 1,Supermarket Type1,Foods,16.0,2097.9358
19.6,Regular,0.041806702,Frozen Foods,48.8376,Small,Tier 2,Supermarket Type1,Foods,6.0,527.3136
20.35,Low Fat,0.060794097,Baking Goods,233.6616,Medium,Tier 1,Supermarket Type1,Foods,14.0,2577.9776
20.7,Low Fat,0.06612697072361393,Dairy Drinks,78.467,Small,Tier 1,Supermarket Type1,Drinks,16.0,1607.907
16.1,Regular,0.06612697072361393,Frozen Foods,35.1558,Small,Tier 2,Supermarket Type1,Foods,6.0,339.558
18.25,Low Fat,0.015341139,Snack Foods,200.0084,Medium,Tier 3,Supermarket Type2,Foods,4.0,1984.084
13.6,Regular,0.076434542,Fruits and Vegetables,155.8946,Small,Tier 1,Grocery Store,Foods,28.0,473.3838
15.75,Non Edible,0.135836828,Household,100.37,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1298.31
14.15,Non Edible,0.015397129,Household,194.911,Small,Tier 1,Grocery Store,Non Consumables,28.0,196.411
16.75,Low Fat,0.060668416,Dairy Foods,172.4106,Small,Tier 2,Supermarket Type1,Foods,11.0,2908.8802
13.5,Low Fat,0.021496403,Fruits and Vegetables,180.5976,Small,Tier 1,Supermarket Type1,Foods,16.0,3078.6592
15.15,Regular,0.066551268,Frozen Foods,144.676,Small,Tier 2,Supermarket Type1,Foods,6.0,3954.852
7.39,Low Fat,0.082170947,Soft Drinks,190.953,High,Tier 3,Supermarket Type1,Drinks,26.0,2466.789
11.8,Low Fat,0.115346634,Soft Drinks,200.2084,Medium,Tier 1,Supermarket Type1,Drinks,14.0,4563.3932
13.35,Regular,0.014649641,Canned,207.3638,Medium,Tier 1,Supermarket Type1,Foods,14.0,5797.7864
20.2,Non Edible,0.112227747,Household,123.5046,High,Tier 3,Supermarket Type1,Non Consumables,26.0,2739.1012
19.1,Low Fat,0.045492697,Dairy Drinks,40.3138,Medium,Tier 3,Supermarket Type2,Drinks,4.0,527.9794
5.48,Low Fat,0.015169739,Frozen Foods,82.225,Medium,Tier 3,Supermarket Type2,Foods,4.0,2247.075
18.85,Regular,0.138190277,Snack Foods,250.8724,High,Tier 3,Supermarket Type1,Foods,26.0,3775.086
9.3,Low Fat,0.066459891,Frozen Foods,184.2292,Medium,Tier 3,Supermarket Type3,Foods,28.0,4560.73
19.5,Low Fat,0.128206001,Breads,155.9314,Small,Tier 1,Supermarket Type1,Foods,16.0,3878.285
16.7,Low Fat,0.070551723,Dairy Foods,217.685,Small,Tier 2,Supermarket Type1,Foods,6.0,2163.85
8.43,Low Fat,0.01732573,Soft Drinks,197.9768,Small,Tier 1,Supermarket Type1,Drinks,16.0,1182.4608
13.35,Regular,0.06612697072361393,Canned,206.9638,Small,Tier 2,Supermarket Type1,Foods,6.0,7247.233
14.15,Low Fat,0.037967687,Starchy Foods,125.6046,Medium,Tier 1,Supermarket Type1,Foods,14.0,1618.5598
7.855,Regular,0.162461219,Baking Goods,39.2848,Small,Tier 2,Supermarket Type1,Foods,6.0,857.5504
7.5,Low Fat,0.05074138,Canned,123.2072,Small,Tier 2,Supermarket Type1,Foods,9.0,1837.608
19.35,Low Fat,0.016611475,Frozen Foods,122.0098,Small,Tier 1,Supermarket Type1,Foods,16.0,2651.2156
9.6,Non Edible,0.040969757,Health and Hygiene,188.7214,Small,Tier 3,Grocery Store,Non Consumables,15.0,376.8428
5.765,Low Fat,0.081996785,Baking Goods,40.1164,Small,Tier 2,Supermarket Type1,Foods,9.0,540.6296
18.85,Regular,0.068091318,Dairy Foods,120.644,Small,Tier 2,Supermarket Type1,Foods,11.0,3475.476
13.1,Non Edible,0.01209726,Others,188.853,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,3225.801
6.89,Regular,0.136705075,Snack Foods,194.882,Small,Tier 2,Supermarket Type1,Foods,11.0,4440.886
7.405,Low Fat,0.015271793,Canned,89.9146,Small,Tier 1,Supermarket Type1,Foods,16.0,1550.6482
7.55,Low Fat,0.027164679,Canned,152.334,Small,Tier 2,Supermarket Type1,Foods,9.0,2603.278
5.095,Regular,0.129479176,Snack Foods,139.7838,Small,Tier 2,Supermarket Type1,Foods,9.0,1264.3542
7.55,Regular,0.031007381,Fruits and Vegetables,123.4072,Small,Tier 2,Supermarket Type1,Foods,11.0,2082.6224
13.35,Low Fat,0.102670882,Dairy Foods,228.6352,Medium,Tier 1,Supermarket Type1,Foods,14.0,3435.528
11.5,Regular,0.037646623,Snack Foods,107.5254,Small,Tier 2,Supermarket Type1,Foods,11.0,325.5762
13.65,Low Fat,0.01583438,Breads,228.5668,Medium,Tier 3,Supermarket Type3,Foods,28.0,3225.1352
7.035,Low Fat,0.021743592,Frozen Foods,263.191,Medium,Tier 3,Supermarket Type3,Foods,28.0,6574.775
8.6,Regular,0.040369315,Canned,189.753,Medium,Tier 3,Supermarket Type2,Foods,4.0,2846.295
12.65,Non Edible,0.047237246,Others,112.5202,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,787.6414
15.1,Non Edible,0.059313603,Household,238.1248,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,4266.4464
14.3,Regular,0.049634817,Meat,212.5586,High,Tier 3,Supermarket Type1,Foods,26.0,3165.879
19.25,Low Fat,0.170348551,Dairy Foods,55.7956,Small,Tier 3,Grocery Store,Foods,15.0,163.7868
7.5,Non Edible,0.036382524,Health and Hygiene,177.9028,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,1416.8224
13.35,Regular,0.014626901,Canned,207.7638,Small,Tier 1,Supermarket Type1,Foods,16.0,3520.0846
17.6,Regular,0.016024651,Breads,44.0402,Small,Tier 2,Supermarket Type1,Foods,9.0,597.2226
